No.,label,content,source,sentiment,reply numbers,retweet numbers,likes numbers
2227,T,"I do really appreciate our Indian Government for this.. Giving a ray of hope to the Indians who are stuck in there.. But, they have to properly check their health status to confirm #Coronavirus negative..! https://t.co/Dijwh49VcJ",3090526523743089066,3,39,236,1067
2228,U,There should be a global coordinated response to coronavirus not just a European one but Trump's US is still in total denial of the crisis. https://t.co/rtLPN3lZGi,6979775349407732946,3,0,0,1
2229,U," TIME  EnzoMazak Dear world,  #BoycottChina #boycottBeijing2022 #AnywherebutChina #ABC_challenge  Tyranny is not just hk matter. It is affecting the whole world. #WuhanCoronavirus is spreading worldwide becoz CCP tried to cover up the condition and lacks infection control. #China_is_terrorist",2523472879714230896,#VALUE!,0,1,1
2230,T, hyulri i hope so too :| not until the virus outbreak in my country in cleared. there's like currently 45 cases in my country so like &lt;/3,2748397317546409646,#N/A,1,0,0
2231,T,CDC said the man arrived in the US on January 15 and later sought treatment after developing flu-like symptoms. #maltawinds #UnitedStates #WuhanOutbreak  https://t.co/0F8CUFlrq1,6536398317547224436,4,0,0,0
2232,U,"Your EXTRA JUDICIAL KILLINGS, Dutrte, is what  utter disrespect to a human being... ?is. The nerve of a murderer to talk about disrespecting human beings. You have robbed off thousands of their right to live. KILLER! https://t.co/DV7fiNFyS8",8402652609015848444,2,0,1,2
2233,U,Pentagon sets aside a 6th military base for quarantining people fleeing the coronavirus outbreak in China https://t.co/UtLHLCswEd,8984526152382016674,3,0,3,0
2234,T,India requests China for evacuation of nationals from Wuhan #IndianEmbassy #Beijing #China #Wuhan #coronarvirus #Coronavirustoronto #CoronavirusOutbreak #ChinaVirus #WuhanOutbreak  EOIBeijing #Indians #health #VIRUS_CORONA  DrSJaishankar #prevention  https://t.co/ohiUyzDdYz,8456259303602341758,#VALUE!,0,0,1
2235,U," Tavis88  Paul_Yeoman  TheJimCornette What's not ok is people being stripped of constitutional rights without due process, but whatever.  Govt knows best lol.    And wasn't there a CDC study on gun violence commissioned by the Obama admin in like 2013?   IIRC, the results didn't fit the narrative",2593660694968946113,#VALUE!,0,0,0
2236,T,"135 pepol from wuhan, china just landed here in the PH... WHY?! https://t.co/WO5nsIOKjt",5953907227866094731,3,0,0,1
2237,T,Coronavirus Live Updates: Alarm Grows as Markets Tumble and Death Toll Rises https://t.co/MAaQrcgOSX,3508928929093483097,4,0,0,0
2238,U,Apple's re-opening More than 10 Stores in?China https://t.co/aypgTJ3V5x https://t.co/yBNZuvPHFq,1498548119957748538,2,0,0,0
2239,U,#justsaying #coronavirusinindia #BJP #WHO Indians think they have found the cure for Coronavirus. stupid bast???????? https://t.co/CwrUeN4xzm,537582523639071911,3,1,0,1
2240,U,"A Brisbane woman who had been working as an au pair in northern Italy is relieved she managed to flee the country before it became locked down, as coronavirus turned her trip of a lifetime into a nightmare. #7NEWS https://t.co/zc1oimUbQw",4108966064341784337,3,0,0,0
2241,T, realDonaldTrump Coronavirus soared in China. But there is no evidence suggesting that it started in China. I get it coming from you. You are logicless,9025098826022575363,#N/A,1,0,0
2242,T,"#Breaking: There are 11 new positive cases of novel #coronavirus in Westchester County, New York, Gov. Andrew Cuomo?announced. https://t.co/Ak9KxMQPNb https://t.co/NCYdvV3343",2720453396736536808,3,1,0,0
2243,U,Will the covid-19 coronavirus outbreak die out in the summer's heat? | New Scientist #coronavirus  https://t.co/gb2Qn0bnGa,280955066719878734,2,0,0,0
2244,T,"Watch it.this Covid outbreak will not even stop our travel blogger from holidaying around, raising fists and... Blogging",9329873272895532,2,0,0,0
2245,T,Wuhan Coronavirus: C.D.C. Identifies First U.S. Case in Washington State - The New York Times https://t.co/eFtZSocHBQ,1087568983795834406,2,0,0,0
2246,T,Now on https://t.co/0J2UdYHyh5  Man infected with Coronavirus visited Ogun,111433921275798134,3,0,0,0
2247,T,Here's why Mike Pence is the worst person to put in charge of the coronavirus task force | Raw Story - denying health care to poor people is a mission.  https://t.co/lOolKcJJpa,3685010296020878667,3,0,0,0
2248,T,"Far more people die everyday from gun violence than from Coronavirus, but that could change if it is not contained",3417206170915470007,4,0,0,0
2249,U,Bill Palmer? Donald Trump may have infected the entire White House with coronavirus https://t.co/WH1o6vEpVZ,3275385065982565523,4,0,0,1
2250,T,MRC_Outbreak  Imperial_JIDEA  The_MRC  BBCWorld  FT  imperialcollege  dr_anne_cori  IlariaDorigatti  SRileyIDD  neil_ferguson  WHO #WuhanCoronavirus #Wuhan   Citizens in Wuhan have been retreating as CCP will block in and out at 10 am Jan 23 2019 local time.  World must keep looking and do plague spreading from Crazy CCP's eating wildlife barbaric Chinese of China! https://t.co/y1gKZJ0JlR,5628525817551304322,#VALUE!,0,0,1
2251,T,"#coronavirus Italy was the first country to deny Chinese citizen entry to EU, now they have the first deaths. #InstantKarma",205341672563276284,3,0,0,0
2252,T,"$BYND  $DIS  $QCOM  $XLRN  Rant pt1 I've got calls on three and puts on one, but I just had to but out some fact in the midst of this whole 2019-nCOV hysteria.  Statistically speaking the 2% mortality rate is quite high, b... https://t.co/9JP5qG2tIb",5655727650064635759,3,0,0,0
2253,T,"Wang Xinyue, a nurse from Shijiazhuang People's Hospital, went to Jinyintan Hospital in #Wuhan to help fight against the #coronavirus. Her 87-year-old grandma made a video to back her up. https://t.co/UMjpfoLCFn",2296514685869714290,2,0,0,1
2254,T,"South Korea confirms 115 more coronavirus cases, bringing total infections to 1,261 in Asia's second virus hot spot after China https://t.co/7LPI1hBjIq",8794368757300873880,3,0,0,0
2255,T,"Regardless of where one stood on the sensitivity of this event, the fact that the university stepped in to investigate the students who held this event is worrisome.https://t.co/uVOqxg4V3n",3108251612593474455,3,0,0,0
2256,T,CDC adds health entry screenings at Atlanta airport due to coronavirus https://t.co/HS0Bb506wj,351010651461466984,4,0,0,0
2257,T,Launching the Confucius Classroom ? USIUAfrica? to enhance learning and research on China-Africa relations https://t.co/eJIAdcbWoE,7782712555354632752,3,0,1,4
2258,T,These are early symptoms of deadly Novel Coronavirus - The Sentinel Assam -  https://t.co/wTN4KRvggK,1348360006975883725,3,0,0,0
2259,T,"#Breaking: a second new case of #WuhanCoronavirus was reported in #Macao, and local tourism authorities announced Thursday the cancellation of all Spring Festival activities",1048300415329604962,3,0,0,0
2260,T,China's death toll from Coronavirus rises To?259 https://t.co/dl6kSjKZe0 https://t.co/i1Q8xdA4DY,14166268345504290,4,0,0,0
2261,T,"China was in the news, big time, today. This isn't a good thing in any arena. https://t.co/Msi5yuyOAB",8710858846459921003,4,0,0,0
2262,U,The shipping industry is getting smashed by the coronavirus https://t.co/qSlBf8UU6h,4518936318796101126,3,0,12,15
2263,T,"on the left is surgical masks, on the right is n95 masks!! https://t.co/wXRH6d03wy",7873604223687031024,3,2,1,10
2264,U,*deep breath*  PAYROLL TAX CUTS WILL NOT HELP CONTROL CORONAVIRUS,8482909245433392916,3,0,0,0
2265,T," JiggIypuffdaddy  rdhesselbrock On the other hand coronavirus is a zoonosis, we know that many animals are sources of different coronaviruses and that authorities like WHO are warning about the possible viral risks of raw meat... https://t.co/3ZryszFL5d",8325482014732863052,#N/A,2,0,1
2266,T,"They also warn that a patient with negative oral swabs after several days of illness may still be capable of transmitting the virus. ?Super,a ne...  Studies show COVID-19 virus likely has multiple infection routes | CIDRAP https://t.co/3IijMDMip4",102655620296123666,3,2,0,1
2267,U,"Did you know that #China has managed to record impressive progress in the agricultural sector? Other notable countries in this regard include #Argentine, #Brazil, #India and #Tanzania",5710895697778030399,4,1,0,1
2268,T,Philippines' Cebu Air fears profit hit of up to $78 million from virus outbreak https://t.co/CCy1qsvrWi https://t.co/PRQB9V7Q6q,358912706114702543,3,2,23,30
2269,T,"Ontario reports 3 new coronavirus cases, brings province's total to 18 #coronavirus #COVID19 #CoronaVirusUpdates   https://t.co/1WgZe75yFh",2567967921793503235,3,0,0,0
2270,U,2. The timing of Netflix ?new documentary series about preventing an outbreak at the same time a pandemic of massive proportions is brewing is seriously no coincidence...like when 2 seemingly competing monster movies come out the same year...it's part of their marketing plan..,6069921568475902975,#VALUE!,1,1,3
2271,U,Combine Nigeria's potential for success and its close relations with US economic foes like China and what we have is a regime-change accident waiting to happen,4689404925273852174,4,0,0,0
2272,T,"#Japanese authorities report 70 new people infected on the quarantined ship, so 355 are already infected.  ????   #coronavirus ?????? #COVID19  ?? https://t.co/uuJiIYV3av",6162708202737024285,3,2,2,5
2273,U," Drewdini_  _cDoVa [If this would happen it would screw me over.] It wd help whole economy, business, US security overall, compete w China. No more taxes are needed. (But they want to tax AI trading.)  Youre right if you mean house prices probly rise due to sudden student demand for homes",7112347220336295842,#VALUE!,1,0,0
2274,T,Can black people get Corona virus?  #CoronavirusInSA,1833045259930684805,4,0,0,1
2275,U," DataCoronavirus ""The MofH has confirmed individuals returning from affected regions (Wuhan) do no need to be isolated at home or kept home from school."" Quote from Langley Advance Times Feb 5",3692681755999070153,#N/A,0,1,0
2276,T,".HHAhmedBinSaeed, President of Dubai Civil Aviation Authority thanks #UAE's health authorities for their 24/7 commitment &amp; agility these past weeks in keeping the country's travelers, communities and the cities safe during the COVID-19 crisis.  ?https://t.co/gErFh6EjK6",5586719237665774606,#VALUE!,0,0,1
2277,T,"46 tested, 46% confirmed cases, most of who were crew.  Going to be a lot of positive tests on that boat https://t.co/KJIwOUS8jE",1367477276228461485,3,0,0,0
2278,T,The #coronavirus is bad news but put it in proper perspective. Since 10/1/19 there have been over 6600 deaths from #flu...in the US! https://t.co/5AIfoNcEJD,6176383108183043418,3,0,2,3
2279,U,#jamesbond film release put back 7 months due to the coronavirus? There's something we not being told here I think. Is it the inappropriate name ?? #NoTimeToDie,5612536042143258282,3,0,0,0
2280,T,UK FTSE 100 INDEX DOWN 3.2% OVER CORONAVIRUS CONCERNS,5604465443826900312,2,0,0,0
2281,T,Nepal confirms first case of new coronavirus | Article [AMP] | Reuters https://t.co/sWz0ftka7f,4667699816360539076,3,0,0,0
2282,T, tentspitch  JamesonCrowton  jeremycorbyn Yeah but they have a higher chance of being in China recently or being in contact with Chinese people from there,2572652051820535896,#N/A,0,0,0
2283,U," 1N30EMYlRytCc2E  rCBREsvzND7uyMu  Caribbean_salt I hope so. I disagree with their control of information and some actions. At the same time, I sympathise with the scale and horror of the situation and the difficult choices they are being forced to make. I do believe Wuhan and China are sacrificing for themselves and the world",4137500958238411977,#VALUE!,1,0,0
2284,T,"#TRUMP PLANS TO MEET WITH ECONOMIC TEAM, INCLUDING U.S. TREASURY SECRETARY #MNUCHIN, LATER ON MONDAY ON #PROPOSALS ADDRESSING #CORONAVIRUS -ADMINISTRATION OFFICIAL",8779180129368631238,3,0,1,3
2285,U, JustinTrudeau  jguaido How about you stand with Canada. https://t.co/LDonc2L6nc How can you allow over 1000 people to enter with no protocols in place. Do you even care? I didn't vote for you're our PM... act like it! #coronavirus,4198224386342188325,#N/A,0,0,0
2286,U,". msnbc . cnn Trump &amp; his admin been stating many folks will have low-level form of the coronavirus &amp; not know they have it. Which means, &amp; especially since there's no antidote for it, community transmission will be ON-GOING. If you develop a respiratory condition, you're screwed",3879852369314391238,#VALUE!,2,0,0
2287,U, kr3at I hope I die. I are been trying to for 5 years but I don't have the guts.... life in and out of hosp on pension for PTSD.. bring on corona ?? sad for vulnerable folk though and caoss and fear it would make,7925605185459518189,#N/A,2,0,0
2288,T,Typical that there's people freaking out about the corona virus and the changed attitude towards Chinese/Asian people. #media #predictable https://t.co/5llJh6AaYy,6216101047892751543,2,0,0,0
2289,U, epstein_dan The only way to help China is to get rid of CCP from it! CCP is the actual coronavirus of China,2998651333989164590,#N/A,0,0,0
2290,U,"Jeff Ferry: China pilfering costly US medical research from labs, universities https://t.co/ehcaTYwM94 via  wacotrib",9021266524530997874,3,0,0,0
2291,U,Oman Air says it is in constant touch with airline regulator PACA.  omanair   https://t.co/GQXmqyO8Hf,38181769007795587,3,0,1,5
2292,T," Erin09969945 This is at the county level. Absolutely testing should be done for any patient with coronavirus symtons testing negative for flu, etc. Especially if they have known travel to infected areas, but even when they don't they should still be tested",2003356947503563333,#VALUE!,1,0,0
2293,U,"$9 Cabbages, Emergency Pork: Coronavirus Tests China on Food - https://t.co/30o3bG2Z2T #GoogleAlerts",6462540295374742723,3,0,0,0
